inc_lat,inc_lon,est_lat,est_lon,distancia,pos_estacion,fecha
28.6259,-17.902,28.59583333333333,-17.915277777777778,3.5763513468974693,167,2021-10-05
28.6276,-17.8741,28.59583333333333,-17.915277777777778,5.349163377948842,167,2021-10-05
28.6178,-17.8941,28.59583333333333,-17.915277777777778,3.196446280434284,167,2021-10-05
28.6102,-17.8724,28.59583333333333,-17.915277777777778,4.485904124980327,167,2021-10-05
28.6156,-17.9071,28.59583333333333,-17.915277777777778,2.3321650116896944,167,2021-10-05
28.6127,-17.8646,28.59583333333333,-17.915277777777778,5.297440145227481,167,2021-10-05
28.6126,-17.8582,28.59583333333333,-17.915277777777778,5.8837786418562485,167,2021-10-05
28.62,-17.8809,28.59583333333333,-17.915277777777778,4.298678254931271,167,2021-10-05
28.6275,-17.8828,28.59583333333333,-17.915277777777778,4.733538807690305,167,2021-10-05
28.6155,-17.8946,28.59583333333333,-17.915277777777778,2.9733782679059098,167,2021-10-05
28.614,-17.908,28.59583333333333,-17.915277777777778,2.1355178060488424,167,2021-10-05
28.6219,-17.888,28.59583333333333,-17.915277777777778,3.932358751203632,167,2021-10-05
28.6261,-17.896,28.59583333333333,-17.915277777777778,3.8479712152433874,167,2021-10-05
28.6233,-17.8749,28.59583333333333,-17.915277777777778,4.986138174011685,167,2021-10-05
28.6184,-17.8687,28.59583333333333,-17.915277777777778,5.196929863745334,167,2021-10-05
28.617,-17.8814,28.59583333333333,-17.915277777777778,4.059801918555572,167,2021-10-05
28.6245,-17.9095,28.59583333333333,-17.915277777777778,3.2269615185792366,167,2021-10-05
28.631,-17.9029,28.59583333333333,-17.915277777777778,4.081155724592446,167,2021-10-05
28.6295,-17.9165,28.59583333333333,-17.915277777777778,3.7331614083379194,167,2021-10-05
28.6125,-17.9212,28.59583333333333,-17.915277777777778,1.9358406799716388,167,2021-10-05
28.6205,-17.9014,28.59583333333333,-17.915277777777778,3.0521852853843687,167,2021-10-05
28.6102,-17.8192,28.63305555555556,-17.755,6.769955797448598,169,2021-10-06
28.6133,-17.8652,28.59583333333333,-17.915277777777778,5.266635779454052,168,2021-10-06
28.6094,-17.8768,28.59583333333333,-17.915277777777778,4.052712733726646,168,2021-10-06
28.63,-17.8661,28.59583333333333,-17.915277777777778,6.121329625103263,168,2021-10-06
28.617,-17.9206,28.59583333333333,-17.915277777777778,2.4029403193113255,168,2021-10-06
43.5246,-5.7268,43.52305555555555,-5.621111111111111,8.546105089235198,19,2021-10-06
39.2022,-3.3777,39.49194444444444,-3.5283333333333333,34.68979187555104,76,2021-10-06
40.5708,-6.4537,40.635,-6.6,14.288163443100819,57,2021-10-06
39.2076,-3.4024,39.49194444444444,-3.5283333333333333,33.38266530588721,76,2021-10-06
39.2002,-3.3716,39.49194444444444,-3.5283333333333333,35.09491602241695,76,2021-10-06
39.2058,-3.3962,39.49194444444444,-3.5283333333333333,33.74834396776383,76,2021-10-06
